Date,ticker,MACD,signal,Close,Upward,Day,DailyVariance,Daily_Volatility,Annualized_Volatility
2020-07-07,ADTN,0.0007789334525973857,0.007934288940667755,11.020000457763672,1,1 Days Ago,0.0025900813232544702,0.05089284157182099,0.8046864798252905
2020-07-07,MACK,0.008030828896448128,-0.017964808712202688,3.509999990463257,1,1 Days Ago,0.0017813806613643825,0.0422064054542007,0.6673418654191385
2020-07-07,MBSD,0.0012889627301291284,0.004756409832971606,24.184999465942383,1,1 Days Ago,8.799452059888688e-06,0.0029663870381136524,0.04690269731019925
2020-07-07,NATR,0.0093126938196324,-0.03167560839137711,9.199999809265137,1,1 Days Ago,0.0025997775103920842,0.05098801339915181,0.8061912785425187
2020-07-07,OLED,0.04497337893775466,0.022764973641373153,154.49000549316406,1,1 Days Ago,0.0017900591899348453,0.042309091102679636,0.6689654680801628
2020-07-07,OSUR,0.04653213905450926,-0.3852538767347798,12.970000267028809,1,1 Days Ago,0.0031204745819614827,0.05586120820356003,0.8832432538606625
2020-07-07,PRKR,0.0007493677734135007,-0.00018915083367053055,0.5,1,1 Days Ago,0.011888930262699772,0.10903637128362156,1.7240164052801072
2020-07-07,RDHL,0.0004694649436007836,-0.010014876515012958,7.039999961853027,1,1 Days Ago,0.0031218454737309788,0.05587347737281956,0.8834372464599536
2020-07-07,RGLS,0.004970275820419756,0.013952388921089954,0.8600000143051147,1,1 Days Ago,0.003971145408753181,0.06301702475326157,0.9963866479375841
2020-07-07,RIGL,0.0020160490528873254,0.00033106504750226315,1.899999976158142,1,1 Days Ago,0.002901763616144924,0.053868020347372376,0.8517281867099569
2020-07-07,RNWK,0.01919117381001967,0.01934335425289831,1.590000033378601,1,1 Days Ago,0.00843658371478932,0.09185087759400734,1.4522898914119486
2020-07-07,ROYL,0.0006814885041389329,-0.0004876751863779086,0.1599999964237213,1,1 Days Ago,0.01545150370653071,0.12430407759414294,1.965420038218975
2020-07-07,SEIC,0.01155518954844581,0.196063051002571,55.040000915527344,1,1 Days Ago,0.001343425825498321,0.03665277377632314,0.5795312384803603
2020-07-07,SENEA,0.3355618716079647,-0.40492887954747614,38.209999084472656,1,1 Days Ago,0.0027058302992746357,0.05201759605436064,0.8224704096918374
2020-07-07,SLGN,0.028553769741677115,-0.1872558047452505,33.099998474121094,1,1 Days Ago,0.0004957490407470171,0.022265422536907244,0.3520472414133567
2020-07-07,TCX,0.05457386482601834,-0.00109424114119729,59.5,1,1 Days Ago,0.0010269341918649748,0.03204581395229297,0.5066888078162411
2020-07-07,TRUE,0.012283481515677597,0.0031643780729331285,2.924999952316284,1,1 Days Ago,0.002239769047616362,0.04732619832203261,0.7482928984723097
2020-07-07,VIDE,0.00034226247982660496,0.0005019683881931106,1.100000023841858,1,1 Days Ago,0.0022645258845345926,0.04758703483654547,0.7524170858863108
2020-07-07,WVFC,0.0005096462262343948,-0.027503038010068082,13.479999542236328,1,1 Days Ago,0.0006982904907062327,0.02642518667306312,0.41781888741003337
2020-07-07,VRSN,0.009905818815383327,-0.7214176128404587,211.11000061035156,1,1 Days Ago,0.00101149993656911,0.031804086790365636,0.5028667657961475
2020-07-07,LWAY,8.154844553454055e-05,-0.010132425582284912,2.630000114440918,1,1 Days Ago,0.0032333022237506703,0.05686213347871033,0.8990692720461908
2020-07-07,KINS,0.011767412344136474,-0.03141950088647517,4.96999979019165,1,1 Days Ago,0.002491309428134283,0.04991301862374468,0.7891941187271803
2020-07-07,WSTL,0.0028873174732974016,-4.0438256304908024e-05,0.8799999952316284,1,1 Days Ago,0.002240845705628412,0.04733757181804335,0.7484727292340737
2020-07-07,HYZD,0.002490402835999106,0.02415211186069169,20.450000762939453,1,1 Days Ago,0.0002814323250379518,0.016775944832943146,0.26525097786716634
2020-07-07,AMCF,2.6693007654506745e-05,-0.00025758582895134367,0.009800000116229057,1,1 Days Ago,0.16550731881106368,0.4068259072515708,6.432482390396877
2020-07-07,ANTH,7.745960992139658e-05,-0.0005617877219233898,0.026000000536441803,1,1 Days Ago,0.014658074553238244,0.12107053544623582,1.914293247731277
2020-07-07,ASTI,3.436889798204599e-06,-1.5497661674794178e-06,0.00019999999494757503,1,1 Days Ago,0.17165167957666397,0.41430867668522703,6.550795363478087
2020-07-07,CERN,0.01990971809644293,-0.014776333918511807,70.06999969482422,1,1 Days Ago,0.0006191974961407553,0.02488367931276955,0.39344551596782595
2020-07-07,CHTR,0.329797482832646,-0.025042114516226045,528.010009765625,1,1 Days Ago,0.000746937972551308,0.027330165981042046,0.4321278666527154
2020-07-07,IRWD,0.0010223187550479906,-0.051404685106812134,10.170000076293945,1,1 Days Ago,0.0013598518448729704,0.03687616906449164,0.583063428126171
2020-07-07,DWSN,0.002589447339207185,0.014377709262330481,1.5399999618530273,1,1 Days Ago,0.004503333741701692,0.0671068829681553,1.061052984268657
2020-07-07,ECTE,0.00021265944524487962,0.00015594481797051815,0.013299999758601189,1,1 Days Ago,0.07533639334236651,0.274474759025974,4.339826993739684
2020-07-07,EMIF,0.013056462528275858,0.03632010575978217,22.700000762939453,1,1 Days Ago,0.0009171608808000616,0.03028466411899035,0.4788425839459304
2020-07-07,CRESY,0.01157135454611602,-0.05105806838365982,3.7100000381469727,1,1 Days Ago,0.0038488898305651725,0.06203942158470832,0.9809293846354553
2020-07-07,GROW,0.025594114105883747,0.020613821612623737,2.490000009536743,1,1 Days Ago,0.0045997175885510305,0.06782121783447294,1.0723476102168352
2020-07-07,HNNA,0.012524637839248953,0.03205807322707369,8.239999771118164,1,1 Days Ago,0.001881007085798938,0.043370578573486175,0.6857490586575635
2020-07-07,QGEN,0.031027502004803864,0.0576870506760699,43.189998626708984,1,2 Days Ago,0.0004083689862159767,0.020208141582440893,0.3195187733983626
2020-07-07,WPRT,0.0057876318146259376,0.001444424604134509,1.309999942779541,1,2 Days Ago,0.006848850573941562,0.08275778255814713,1.308515434943505
2020-07-07,NURO,0.006839322160463901,-0.020120942370360072,2.0899999141693115,1,2 Days Ago,0.009773990073166584,0.09886349211496924,1.5631690626069996
2020-07-07,CDXS,0.11038610247777747,-0.06223101086598484,12.3100004196167,1,2 Days Ago,0.002259606669713788,0.04753532023363036,0.7515994062187961
2020-07-07,CLRB,0.02127561138406442,-0.015183214107501647,1.4700000286102295,1,2 Days Ago,0.004287105025385208,0.06547598815890607,1.0352662731617899
2020-07-07,WB,0.814035515171895,0.21686646893928593,39.400001525878906,1,2 Days Ago,0.0014595150105109968,0.03820359944443713,0.6040519453058232
