Date,ticker,MACD,signal,Close,Downward,Day,DailyVariance,Daily_Volatility,Annualized_Volatility
2020-07-07,ACNB,-0.09756942147663139,-0.01715483080414043,23.389999389648438,1,1 Days Ago,0.005026452582467446,0.07089747938021101,1.120987576031448
2020-07-07,ACNB,-0.19265281989131822,-0.05225442862158483,23.40999984741211,1,2 Days Ago,0.005026452582467446,0.07089747938021101,1.120987576031448
2020-07-07,ADMP,-0.0020234821318758645,0.009732920877549596,0.5214999914169312,1,1 Days Ago,0.0036607239586705855,0.06050391688701307,0.956650923622429
2020-07-07,ADUS,-0.06289084152035684,0.5258277637680454,91.06999969482422,1,1 Days Ago,0.002828577903342253,0.05318437649669547,0.8409188283274215
2020-07-07,ADUS,-0.1395431822499802,0.3927535745644068,91.05999755859375,1,2 Days Ago,0.002828577903342253,0.05318437649669547,0.8409188283274215
2020-07-07,AGRX,-0.002256728353441595,0.022507275102454035,2.6600000858306885,1,1 Days Ago,0.0036098400289609296,0.06008194428412691,0.9499789509458788
2020-07-07,AGRX,-0.01240272408219667,0.015525275265522137,2.6700000762939453,1,2 Days Ago,0.0036098400289609296,0.06008194428412691,0.9499789509458788
2020-07-07,AKER,-0.0005624473890897264,0.003035613552240487,3.380000114440918,1,1 Days Ago,0.009867098437268889,0.09933326953880502,1.5705968958702363
2020-07-07,AKER,-0.011140970660301175,0.0002002967097314406,3.3499999046325684,1,2 Days Ago,0.009867098437268889,0.09933326953880502,1.5705968958702363
2020-07-07,ARKR,-0.057054825926329045,0.17096642308003718,11.65999984741211,1,1 Days Ago,0.005198248206238422,0.0720988779818273,1.1399833558256915
2020-07-07,ARKR,-0.1285840167595751,0.11105633511209964,11.65999984741211,1,2 Days Ago,0.005198248206238422,0.0720988779818273,1.1399833558256915
2020-07-07,AROW,-0.039858303750563095,0.052863975906754006,27.639999389648438,1,1 Days Ago,0.0021754231153196346,0.04664143131722733,0.7374657814637291
2020-07-07,ATEC,-0.018973388118363133,0.035175082215880143,4.550000190734863,1,1 Days Ago,0.004525405486897158,0.06727113412822143,1.0636500231393264
2020-07-07,ATEC,-0.03514120310697244,0.021111825151306086,4.539999961853027,1,2 Days Ago,0.004525405486897158,0.06727113412822143,1.0636500231393264
2020-07-07,ATEC,-0.018973388118363133,0.035175082215880143,4.550000190734863,1,4 Days Ago,0.004525405486897158,0.06727113412822143,1.0636500231393264
2020-07-07,ATEC,-0.03514120310697244,0.021111825151306086,4.539999961853027,1,5 Days Ago,0.004525405486897158,0.06727113412822143,1.0636500231393264
2020-07-07,BANF,-0.03114455076585898,0.27511327647133765,37.5,1,1 Days Ago,0.0034419243133769722,0.05866791553632166,0.9276211933457769
2020-07-07,BANF,-0.1193598594650993,0.1962186492840304,37.540000915527344,1,2 Days Ago,0.0034419243133769722,0.05866791553632166,0.9276211933457769
2020-07-07,BELFA,-0.012417098188366893,0.07961150980865332,9.600000381469727,1,1 Days Ago,0.005737136903986033,0.07574389020895371,1.1976160595101037
2020-07-07,BKSC,-0.013171156299652154,0.06418951277163912,16.040000915527344,1,1 Days Ago,0.0009272323044701852,0.030450489396234428,0.48146451179453126
2020-07-07,BKSC,-0.05618459545479482,0.04011469112634627,16.040000915527344,1,2 Days Ago,0.0009272323044701852,0.030450489396234428,0.48146451179453126
2020-07-07,BLDR,-0.06122894722902217,0.25226247980816646,19.84000015258789,1,1 Days Ago,0.004286075129214038,0.06546812300054156,1.035141914088841
2020-07-07,BLDR,-0.11063573340003785,0.17968283716650735,19.844999313354492,1,2 Days Ago,0.004286075129214038,0.06546812300054156,1.035141914088841
2020-07-07,BMRC,-0.04248814027722858,-0.037478839705418814,31.170000076293945,1,1 Days Ago,0.0021520569419526134,0.04639026775038719,0.7334945367813951
2020-07-07,BMRC,-0.11031590536395086,-0.0520462528371289,31.170000076293945,1,2 Days Ago,0.0021520569419526134,0.04639026775038719,0.7334945367813951
2020-07-07,BUSE,-0.025766066998155424,0.07881609192312433,17.170000076293945,1,1 Days Ago,0.0024028385399711013,0.04901875702189011,0.7750546012977249
2020-07-07,BUSE,-0.07867967229033468,0.0473169390804246,17.15999984741211,1,2 Days Ago,0.0024028385399711013,0.04901875702189011,0.7750546012977249
2020-07-07,CASI,-0.009597150922564524,0.03403614149453847,2.2699999809265137,1,1 Days Ago,0.002900883124768466,0.05385984705481873,0.8515989556076947
2020-07-07,CBAY,-0.01049618388283946,0.06463949351067294,3.430000066757202,1,1 Days Ago,0.00741133151821423,0.08608909058768266,1.361188039748204
2020-07-07,CG,-0.01922677841954723,0.34062834424881555,27.06999969482422,1,1 Days Ago,0.0022813456810283524,0.04776343456063804,0.7552062104200998
